Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Actual_Cost,Updated Date,Updated Time,Column
10,010-000000363,787,Department of the Interior(10),DOI - Integrated Reporting of Wildland-Fire Information (iRWIn),1175,Project Planning,"Project planning that includes updated project plan, conduct RFP, develop high level project requirements, conceptual and technical architecture.",2011-05-09T00:00:00Z,2012-09-30T00:00:00Z,510,,,,1.85,1.85,1.85,22/06/2012,12:48:22,
10,010-000000987,657,Department of the Interior(10),USGS - Hazards - Advanced National Seismic System (ANSS),1180,"ANSS Development, Modernization and Expansion","Development, Modernization and Expansion (DME) activities of the Advanced National Seismic System, including all product development.",2010-01-10T00:00:00Z,2013-09-30T00:00:00Z,1358,2012-09-30T00:00:00Z,993,2012-09-30T00:00:00Z,20.201,20.201,0.393175,24/07/2012,9:47:10,
10,010-000000319,674,Department of the Interior(10),"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1165,Stage 3 Core Records Management System Implementation,"Core implementation of IMARS to include Baseline Installation, Testing, Configuration, Evaluation, and Operational Readiness of IMARS primary Law Enforcement components.",2010-03-03T00:00:00Z,2013-03-19T00:00:00Z,1112,2011-08-30T00:00:00Z,544,2011-08-30T00:00:00Z,2.045,0.435,0.39,24/07/2012,9:47:08,
10,010-000000368,676,Department of the Interior(10),DOI - National Fire Plan Operations and Reporting System (NFPORS),1178,NFPORS 3.1,NFPORS 3.1 development.  Changes will be made to the database design and user interface to accomodate HFPAS/PPS attribute collection.  This project is critical to the success of newly developing decision support tools that will score HFR treatment proposals.,2011-01-10T00:00:00Z,2012-11-15T00:00:00Z,675,,,,0.38,0.38,0.37459,24/05/2012,12:55:48,
10,010-999990382,683,Department of the Interior(10),E-DOI - Geospatial Line of Business (GeoLoB),2984,Support GeoPlatform Implementation,Collaborate with federal officials on development of full business case and ensure readiness for publishing services and applications to GeoPlatform.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,0.465,0.465,0.311544,14/08/2012,11:35:12,
10,010-999990382,683,Department of the Interior(10),E-DOI - Geospatial Line of Business (GeoLoB),2983,A-16 Supplemental Guidance Phase I Implementation,Develop pilots to implement phase 1 of A-16 supplemental guidance.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,0.465,0.465,0.311008,14/08/2012,11:35:12,
10,010-000000294,786,Department of the Interior(10),BOR1-LCDCSS (Lower Colorado Dams Control Systems and Services),1159,LCDCSS SCADA (SS) Maintenance Program Project,"Program involves ongoing, steady state, SCADA maintenance of the LCDCSS IT Investment. Life cycle planning is an ongoing part of project planning to insure that the system continues to meet operational needs and does not become obsolete.",2011-06-15T00:00:00Z,2012-12-31T00:00:00Z,565,,,,0.23,0.23,0.23,23/09/2011,6:02:54,
10,010-000000156,652,Department of the Interior(10),BLM - IT Support for Resources and Mineral Land Use Planning (ePlanning),1157,ePlanning Phase 2.0.3,"ePlanning version 2.0.3 is the last phase of ePlanning development, and is Phase 3 of ePlanning version 2. The functions included in this final phase are: Intra-Agency Comment Periods, National Environmental Policy Act (NEPA) Screening, Date Last Changed, Project Archiving, Content Reuse, Publish ePlanning Document to Digital Media, Records management and Retention, Geospatial Mapping to the Approved Resource Management Plan (ARMP).",2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,2011-09-30T00:00:00Z,265,2011-09-30T00:00:00Z,1.061,0.2122,0.2122,14/08/2012,11:34:45,
10,010-000001050,667,Department of the Interior(10),USGS - CSS - TNM Reengineering Project,3109,"FY 2011 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved to include:  Implement two new releases  of the NGA Palenterra viewer; sunset  the legacy Nation Map Viewer, and National Hydrography Dataset (NHD) viewer and release planned cartographic enhancements to the web basemap.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,0.175,0.175,0.204,27/04/2012,11:18:47,
10,010-000000077,646,Department of the Interior(10),BIA - Trust Asset Accounting Management System (TAAMS),1155,TAAMS A and D,TAAMS Acquisition and Disposal Module with Fee to Trust Tracking System.,2011-01-10T00:00:00Z,2012-05-31T00:00:00Z,506,,,,0.2001,0.2001,0.2001,28/02/2012,9:57:51,
10,010-000000319,674,Department of the Interior(10),"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1166,Stage 4 Core Records Management System Deployment,Deployment of IMARS Records Management System to DOI users.,2010-01-10T00:00:00Z,2012-12-31T00:00:00Z,1086,,,,1.22,0.212,0.197109,15/08/2012,11:36:47,
10,010-000001050,667,Department of the Interior(10),USGS - CSS - TNM Reengineering Project,1186,"FY 2012 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved in FY13 to include:  Three new cached national web base maps (Topo, Imagery and Hybrid); new releases of the The National Map viewer; and new downloadable data (ex. Contours) for use in Geographic Information Systems.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,0.175,0.175,0.175,24/05/2012,12:55:49,
10,010-999990382,683,Department of the Interior(10),E-DOI - Geospatial Line of Business (GeoLoB),2985,Implement Outreach and Communications Strategy,Implement communication strategy for GeoPlatform and A-16 supplement guidance.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-19T00:00:00Z,558,2012-09-19T00:00:00Z,0.465,0.31,0.155393,14/08/2012,11:35:12,
10,010-000000987,657,Department of the Interior(10),USGS - Hazards - Advanced National Seismic System (ANSS),1179,ANSS Planning and Management,"Planning and Management (PM) tasks supporting the development, maintenance and operation of the ANSS investment, including committee activities (IPT, advisory and implementation) and technical workshops.",2010-01-10T00:00:00Z,2013-09-30T00:00:00Z,1358,2012-09-30T00:00:00Z,993,2012-09-30T00:00:00Z,0.823,0.761,0.151943,24/07/2012,9:47:10,
10,010-000000083,647,Department of the Interior(10),BIE - Native American Student Information System (NASIS),1156,System Upgrades,Upgrade application - bug fixes etc.,2011-01-07T00:00:00Z,2012-06-30T00:00:00Z,539,2012-06-30T00:00:00Z,539,2012-06-30T00:00:00Z,0.087,0.087,0.087,29/02/2012,8:13:44,
10,010-000000368,676,Department of the Interior(10),DOI - National Fire Plan Operations and Reporting System (NFPORS),1177,NFPORS 3.0,NFPORS 3.0 development.  Hardware and Software is included.  Significant changes will be made to the database design and user interface. Updated software environment for technical currency (ColdFusion 9 and SQLServer 2008) bringing the system into full IT security compliance.  Servers will be built to STIG standards.,2010-01-10T00:00:00Z,2011-11-15T00:00:00Z,674,2011-09-30T00:00:00Z,627,2011-10-15T00:00:00Z,0.436141,0.081232,0.070693,27/02/2012,10:14:02,
10,010-000000066,644,Department of the Interior(10),BIA - Loan Management and Accounting System (LOMAS),1154,Prepare investment for replacement,Prepare LOMAS for replacement by GLAS.,2011-03-10T00:00:00Z,2012-03-30T00:00:00Z,385,2012-03-30T00:00:00Z,385,2012-02-15T00:00:00Z,0.021,0.021,0.01946,24/05/2012,12:55:48,
10,010-000000294,786,Department of the Interior(10),BOR1-LCDCSS (Lower Colorado Dams Control Systems and Services),1160,LCDCSS (SS) Unit Control PLC and DEP Firmware Upgrade Project,"Programmable Logic Controllers (PLCs) & Digital Entry Panels (DEPs) of the unit control portion of the SCADA system have periodic firmware enhancement releases over their lifetime.  If these releases enhance system security with no other significant detrimental effects, their use is req'd by NERC/CIP.  Exact release dates, cost to purchase or implement, or  appropriateness of their functions is not known until release.  This project allows change releases to occur as they become available.",2012-01-07T00:00:00Z,2013-01-07T00:00:00Z,366,,,,0.02,0.01,0.01,23/09/2011,6:02:54,
10,010-999990382,683,Department of the Interior(10),E-DOI - Geospatial Line of Business (GeoLoB),2982,Maintenance and hosting of National Geospatial Catalog within Data.gov Infrastructure,Catalog Hosting on Data.gov.,2012-01-08T00:00:00Z,2012-12-31T00:00:00Z,358,,,,0.3,0.3,0,27/04/2012,10:12:21,
11,011-000003457,938,Department of Justice(11),FBI Next Generation Identification (NGI),580,Next Generation Identification,"The NGI Program will advance the FBI's biometric identification and investigation services, providing an incremental replacement of current IAFIS technical capabilities, new services, and introduce new biometric functionality.",2008-07-05T00:00:00Z,2018-06-05T00:00:00Z,3622,,,,1127.174,399.740293,399.549332,17/05/2012,11:12:04,
11,011-000001126,426,Department of Justice(11),JMD Unified Financial Management System (UFMS),2929,Federal Bureau of Investigation (FBI) Phase 2 (CJIS),"The implementation of UFMS-S at the FBI will consist of business transformation, testing, and implementation.",2010-10-18T00:00:00Z,2015-03-30T00:00:00Z,1624,2015-03-30T00:00:00Z,1624,2015-03-30T00:00:00Z,48.421,48.420743,48.380336,27/02/2012,11:47:04,
11,011-000003211,441,Department of Justice(11),FBI SENTINEL,2556,Sentinel,Agile Development - An Automated Case Management System.,2010-01-10T00:00:00Z,2012-05-16T00:00:00Z,856,2012-05-16T00:00:00Z,856,2012-05-25T00:00:00Z,32.6383,32.638258,31.548973,25/06/2012,8:22:18,
11,011-000003372,429,Department of Justice(11),FBI Data Integration and Visualization System (DIVS),559,DIVS Increment 2,"Enhance the DIVS data aggregation and analysis capability by growing the data holdings to 50 or more data sets and adding advanced functionality to include improved search capabilities, language translations, geo-spatial analysis, and visualization.",2011-04-01T00:00:00Z,2011-09-30T00:00:00Z,182,2011-09-30T00:00:00Z,182,2011-09-30T00:00:00Z,26.428,26.428,24.609,20/12/2011,11:41:14,
11,011-000002502,1052,Department of Justice(11),FBI National Crime Information Center (NCIC),571,NCIC Legacy Migration.,Tech Refresh upgrade from Mainframe to Blades.,2011-05-10T00:00:00Z,2014-02-28T00:00:00Z,1025,,,,21.07708,21.077,20.90629,20/07/2012,12:28:34,
11,011-000001126,426,Department of Justice(11),JMD Unified Financial Management System (UFMS),2930,United States Marshals Service (USMS) Phase 2,The implementation of UFMS at the U.S. Marshals Service will follow a two-phase approach consisting of Planning and Requirements followed by Configuration and Implementation..,2010-01-03T00:00:00Z,2012-12-14T00:00:00Z,1076,2012-12-14T00:00:00Z,1076,2012-12-14T00:00:00Z,17.661015,17.633992,17.633992,27/02/2012,11:47:04,
11,011-000002503,430,Department of Justice(11),FBI Digital Collection,561,Next Generation Digital Collection System 5000 (NG DCS-5000),Acquisitions and deployments of hardward and software for the NG DCS-5000 enterprise.,2011-07-18T00:00:00Z,2012-09-30T00:00:00Z,440,,,,16.278,16.278,16.258,20/07/2012,12:28:33,
11,011-000003024,434,Department of Justice(11),FBI Law Enforcement National Data Exchange Program (NDEx),569,N-DEx Phase II Enhancements,"Search, Geo and Link Vizualization Enhancements, and Increased Ingest Capability.",2011-03-23T00:00:00Z,2012-04-27T00:00:00Z,400,2012-03-23T00:00:00Z,366,2012-08-06T00:00:00Z,15.675,14.9,13.442,20/07/2012,12:28:34,
11,011-000003372,429,Department of Justice(11),FBI Data Integration and Visualization System (DIVS),560,DIVS Increment 3,"Add 25 or more new data sets, continue functionality enhancements, migrate data center, and plan Increment 4 and DIVS-TS.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,21.575,21.575,10.138,20/07/2012,12:28:33,
11,011-000002909,443,Department of Justice(11),FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),575,SCION Deployment,SCION Deployment to FBI Enterprise.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,8.48,8.48,8.413,25/06/2012,8:50:55,
11,011-000002909,443,Department of Justice(11),FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),577,Site 2 Delivery,Buildout of SCION technology refresh system (hardware and software) in primary (permanent) Data Center.,2011-01-07T00:00:00Z,2012-06-23T00:00:00Z,532,2012-06-23T00:00:00Z,532,2012-06-23T00:00:00Z,6.85,6.85,6.85,25/06/2012,8:50:55,
11,011-000002909,443,Department of Justice(11),FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),578,Site 3 Delivery,Buildout of SCION technology refresh system (hardware and software) in alternate Data Center.,2011-10-31T00:00:00Z,2012-10-30T00:00:00Z,365,,,,6.35,6.35,6.35,25/06/2012,8:50:55,
11,011-000002503,430,Department of Justice(11),FBI Digital Collection,562,Integration and Engineering Services (IES),Integration and information sharing platform for Title 50 systems.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,6.12,6.12,6.12,28/02/2012,11:43:25,
11,011-000001126,426,Department of Justice(11),JMD Unified Financial Management System (UFMS),2932,Asset Forfeiture Program (AFP) Phase 2,The implementation of UFMS at the AFP will follow a two-part approach consisting of Planning and Requirements followed by Configuration and Implementation.,2010-01-11T00:00:00Z,2012-11-30T00:00:00Z,1054,2012-05-09T00:00:00Z,848,2012-05-09T00:00:00Z,5.902,5.901918,5.885327,27/02/2012,11:47:04,
11,011-000002501,858,Department of Justice(11),FBI Combined DNA Index System (CODIS),554,CODIS Software FY12 Service Packs,Captures phased maintenance service packs through FY12.,2011-09-28T00:00:00Z,2012-09-27T00:00:00Z,365,2012-09-27T00:00:00Z,365,2012-09-27T00:00:00Z,6.04,6.04,5.611248,20/07/2012,12:28:33,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),652,TSDB 2.13,"TSDB emerging requirements are reviewed, prioritized and targeted for deployment.",2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,148,,,,5.035,5.035,5.035,20/07/2012,12:41:16,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),650,TSDB 2.12,"TSDB emerging requirements are reviewed, prioritized and targeted for deployment.",2012-01-06T00:00:00Z,2012-12-31T00:00:00Z,360,,,,4.888,4.888,4.888,20/07/2012,12:41:16,
11,011-000002916,859,Department of Justice(11),FBI Data Centers,557,Data Center Relocation,Relocation of systems/applications to Site 73.,2010-10-05T00:00:00Z,2012-09-30T00:00:00Z,726,2012-01-03T00:00:00Z,455,2012-01-03T00:00:00Z,4.845,4.845,4.845,23/03/2012,5:58:40,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),648,TSDB 2.11,"TSDB emerging requirements are reviewed, prioritized and targeted for deployment.",2011-05-12T00:00:00Z,2012-05-30T00:00:00Z,384,,,,3.259,3.259,4.439,20/07/2012,12:41:16,
11,011-000002909,443,Department of Justice(11),FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),579,Desktop Upgrade,Provison CONUS field users with upgraded desktop soluton.,2012-01-06T00:00:00Z,2013-06-30T00:00:00Z,540,,,,4.43,4.43,4.43,24/02/2012,7:26:13,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),646,TSDB 2.10,National Counterterrorism Center (NCTC) Confirmation Queue Routing; Special Category Tagging; Data Validation and new exports.,2011-03-06T00:00:00Z,2011-03-12T00:00:00Z,6,2011-03-12T00:00:00Z,6,2011-02-12T00:00:00Z,4.128,4.127,4.127,20/04/2012,12:59:23,
11,011-000002501,858,Department of Justice(11),FBI Combined DNA Index System (CODIS),555,NGCODIS Multi-Lingual Prototype - in support of soutwest borders,Effort to prototype CODIS software localization via a Multi-Lingual Interface.,2011-01-08T00:00:00Z,2012-07-31T00:00:00Z,569,2012-07-31T00:00:00Z,569,2012-07-31T00:00:00Z,4,4,4,20/07/2012,12:28:33,
11,011-000002916,859,Department of Justice(11),FBI Data Centers,558,Virtualization of Existing Programs,Virtualization of existing systems/applications to the virtual platform.,2010-10-05T00:00:00Z,2012-09-30T00:00:00Z,726,,,,6.155,3.922,3.922,20/07/2012,12:28:33,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),651,EMA 2.10,"EMA emerging requirements are reviewed, prioritized and targeted for deployment.",2013-02-01T00:00:00Z,2013-06-28T00:00:00Z,146,,,,3.307,3.307,3.307,23/03/2012,5:59:11,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),649,EMA 2.9,"EMA emerging requirements are reviewed, prioritized and targeted for deployment.",2012-02-01T00:00:00Z,2012-12-31T00:00:00Z,334,,,,3.259,3.259,3.259,17/05/2012,11:16:23,
11,011-000002616,437,Department of Justice(11),FBI National Instant Criminal Background Check System (NICS),573,NNICS Development Project,New NICS Development - RFP Preparation & Source Selection Activities.,2011-01-05T00:00:00Z,2012-08-24T00:00:00Z,596,2012-08-24T00:00:00Z,596,2012-08-24T00:00:00Z,2.898189,2.898189,2.887466,25/06/2012,8:22:12,
11,011-000002909,443,Department of Justice(11),FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),576,NGSCION Deployment,Deploy NGSCION to FBI Enterprise.,2011-02-05T00:00:00Z,2013-04-30T00:00:00Z,814,,,,2.858,2.858,2.858,25/06/2012,8:50:55,
11,011-000003177,442,Department of Justice(11),FBI Terrorist Screening System (TSS),647,EMA 2.8,EMA Export enhancements; ID Document Data Entry Rules and New Vehicle Fields; add vessel to Hit Location Type; Additional Reference Data; Add Hit Reasons to CJIS/NICS Encounter Type;Analysis Tool Batch Matching.,2011-03-06T00:00:00Z,2012-02-15T00:00:00Z,346,2012-02-15T00:00:00Z,346,2012-01-02T00:00:00Z,2.811,2.811,2.811,20/04/2012,12:59:23,
11,011-000003373,432,Department of Justice(11),FBI Guardian,566,eGuardian 1.3.7,"Enhancements to the eGuardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",2011-01-04T00:00:00Z,2012-02-29T00:00:00Z,421,2012-02-29T00:00:00Z,421,2012-02-29T00:00:00Z,1.884,1.884,1.8688,23/03/2012,6:17:12,
11,011-000003373,432,Department of Justice(11),FBI Guardian,563,Guardian 2.5,"Enhancements  to the Guardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",2011-01-07T00:00:00Z,2012-05-31T00:00:00Z,509,2012-05-31T00:00:00Z,509,2012-05-31T00:00:00Z,1.884,1.884,1.867,25/06/2012,8:50:55,
11,011-000003373,432,Department of Justice(11),FBI Guardian,565,Guardian 2.5.2,"Enhancements to the Guardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",2012-01-07T00:00:00Z,2013-05-31T00:00:00Z,509,,,,1.884,1.884,1.841,28/11/2011,5:56:10,
11,011-000003373,432,Department of Justice(11),FBI Guardian,568,eGuardian 1.3.9,"Enhancements to the eGuardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",2012-02-04T00:00:00Z,2013-02-28T00:00:00Z,390,,,,1.884,1.881,1.84,25/06/2012,8:50:55,
11,011-000003373,432,Department of Justice(11),FBI Guardian,567,eGuardian 1.3.8,"Enhancements to the eGuardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",2011-03-10T00:00:00Z,2012-08-31T00:00:00Z,539,2012-08-31T00:00:00Z,539,2012-08-31T00:00:00Z,1.884,1.884,1.824,25/06/2012,8:50:55,
11,011-000003373,432,Department of Justice(11),FBI Guardian,564,Guardian 2.5.1,"Enhancements to the Guardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",2012-02-01T00:00:00Z,2012-11-30T00:00:00Z,303,,,,1.884,1.884,1.74976,25/06/2012,8:50:55,
11,011-000002016,435,Department of Justice(11),FBI Law Enforcement Online (LEO),2555,LEO Rehost,Tech Refresh upgrade of software and hardware that the LEO system resides on.,2009-01-06T00:00:00Z,2012-09-07T00:00:00Z,1339,,,,13.655,1.51025,1.51025,20/07/2012,12:28:34,
11,011-000002501,858,Department of Justice(11),FBI Combined DNA Index System (CODIS),556,NGCODIS 7.0 Deployment,Efforts to deploy NGCODIS 7.0 to Users.,2011-01-08T00:00:00Z,2012-12-31T00:00:00Z,723,,,,1.425,1.425,1.425,20/07/2012,12:28:33,
11,011-000002501,858,Department of Justice(11),FBI Combined DNA Index System (CODIS),553,CODIS Software FY11 Service Pack,Captures the first NGCODIS 7.0 Maintenance package.,2011-01-07T00:00:00Z,2011-09-27T00:00:00Z,262,2011-09-27T00:00:00Z,262,2011-09-27T00:00:00Z,1.61,1.61,1.365506,20/07/2012,12:28:33,
11,011-000002502,1052,Department of Justice(11),FBI National Crime Information Center (NCIC),572,NCIC CIB Study.,CJIS Information Broker Study.,2011-11-15T00:00:00Z,2012-09-30T00:00:00Z,319,2012-09-30T00:00:00Z,319,2012-10-27T00:00:00Z,0.99825,0.99825,0.99825,20/07/2012,12:28:34,
11,011-000001126,426,Department of Justice(11),JMD Unified Financial Management System (UFMS),2931,Bureau of Prisons (BOP),The upgrade of BOP and USMS comprises the work to move from the UFMS 1.1 Shared Acquisitions to the UFMS 2 shared environment utilizing similar acquisition functionality.,2012-01-01T00:00:00Z,2013-02-01T00:00:00Z,397,2013-02-01T00:00:00Z,397,2013-02-01T00:00:00Z,0.747266,0.747266,0.747266,27/02/2012,11:47:04,
11,011-000002705,1062,Department of Justice(11),BOP SENTRY,552,Web Sentry Migration,Complete migration of Sentry from an Intercom/IDMS based infrastructure to a web-based IBM Websphere/CICS/Java/DB2 infrastructure.,2011-01-06T00:00:00Z,2012-06-30T00:00:00Z,540,2012-06-30T00:00:00Z,540,2012-04-29T00:00:00Z,0.5576,0.55756,0.55755,20/07/2012,12:28:32,
12,012-000003585,117,Department of Labor(12),SOL - IT Modernization,524,Matter Management Initiative,"Development, implementation, and training of new matter management system. Interim support for legacy application.  Decommissioning of legacy application upon new system deployment.",2008-01-10T00:00:00Z,2013-09-30T00:00:00Z,2089,,,,7.218,3.949547,316.253171,11/8/2012,11:45:28,
12,012-000005013,628,Department of Labor(12),PBGC - IT Infrastructure,543,Platforms,"Combination of end of service life renewal and replacement, upgrades in support of great year-end processing and peak filing demands, as well as projects to reduce infrastructure footprint and complexity.",2010-01-11T00:00:00Z,2012-10-31T00:00:00Z,1024,,,,7.501,7.501,11.507,27/10/2011,7:04:16,
12,012-000005005,418,Department of Labor(12),PBGC - Benefit Calculation and Valuation,582,Benefit Calculation and Valuation,The proposed long-term solution to determine PBGC's liabilities and participant benefits 4200 plans (1.5M participants) and future plans that PBGC currently has and will trustee.,2011-05-23T00:00:00Z,2013-01-28T00:00:00Z,616,,,,11.409,11.408,11.36,28/10/2011,5:09:09,
12,012-000003645,839,Department of Labor(12),OASAM - HR Line of Business Shared Service Center (HRLOB SSC),91,HR Line of Business Migration,HR Migration to a Shared Service Center.,2009-05-10T00:00:00Z,2013-09-30T00:00:00Z,1604,,,,18.622,9,9,12/6/2012,10:58:32,
12,012-000005003,627,Department of Labor(12),PBGC - Participant Services (Benefit Administration),583,Benefit Management Applications (BMA),Provides participants benefit management capabilities to PBGC users.,2011-09-19T00:00:00Z,2013-05-31T00:00:00Z,620,,,,7.3,7.3,7.3,27/10/2011,12:32:23,
12,012-000003655,838,Department of Labor(12),OASAM - Acquisition Management System (AMS),77,DOL Acquisition Management System (AMS) Development and Implementation,Acquisition Management System (AMS) migrates DOL's Procurement information system to a secure shared cost-effective vendor-hosted environment to replace its existing internally supported solution and close existing procurement process performance gaps.,2010-06-14T00:00:00Z,2013-12-08T00:00:00Z,1273,,,,11.424988,7.05,7.05,22/02/2012,14:31:59,
12,012-000002630,131,Department of Labor(12),OSHA - Information System (OIS),139,Maintenance-OSHA Information System (OIS),"OIS is a critical management tool that aids OSHA in reducing fatalities, injuries, and illnesses through enforcement, compliance assistance, consultation, and outreach.",2011-03-14T00:00:00Z,2016-09-30T00:00:00Z,2026,,,,45.080149,7.007338,7.007338,15/05/2012,12:41:48,
12,012-000002015,132,Department of Labor(12),OWCP - Integrated Federal Employees' Compensation System (iFECS),115,Maintenance,iFECS Maintenance release activities.,2011-09-30T00:00:00Z,2012-09-30T00:00:00Z,366,2012-09-30T00:00:00Z,366,2012-09-24T00:00:00Z,7.0438,7.0438,6.9718,11/8/2012,11:45:28,
12,012-000003470,88,Department of Labor(12),OFCCP - Federal Contractor Compliance System,101,FCCS - Deployment #1,"The FCCS will replace OFIS with a modern COTS case management system, improving and automating business processes, workflows, and enhancing OFCCP s ability to fulfill its federal contract compliance mission in a more efficient and timely fashion.  The Deployment #1 will provide all base functionality necessary to replace the current OFIS system and provide essential enhancements to meet the business needs.",2011-09-25T00:00:00Z,2012-12-16T00:00:00Z,448,,,,6.402,6.402,6.402,13/04/2012,7:38:52,
12,012-000005013,628,Department of Labor(12),PBGC - IT Infrastructure,545,Database,"Required end of service life upgrades to primary corporate database system that will also lay foundation for move to less capital intensive service model in the database domain, such as IaaS or PaaS.",2011-01-02T00:00:00Z,2015-08-30T00:00:00Z,1700,,,,5.68,5.68,5.68,21/09/2011,10:58:48,
12,012-000005003,627,Department of Labor(12),PBGC - Participant Services (Benefit Administration),585,Case Management System (CMS),"Provides pension plan monitoring, case assessment and management capabilities.",2010-08-26T00:00:00Z,2013-01-07T00:00:00Z,865,,,,4.958,4.958,4.958,27/10/2011,12:32:25,
12,012-000003595,844,Department of Labor(12),DOL - IT Infrastructure Modernization (DITIM),238,Email as a Service (EaaS),The planning and implementation of a cloud email services throughout DOL.,2011-01-05T00:00:00Z,2012-09-30T00:00:00Z,633,2012-09-28T00:00:00Z,631,2013-09-30T00:00:00Z,6,4.35,4.35,13/08/2012,7:12:23,
12,012-000003595,844,Department of Labor(12),DOL - IT Infrastructure Modernization (DITIM),235,Data Center Consolidation Initiative (DCCI),"The U.S. Department of Labor's (DOL) Data Center Consolidation Initiative (DCCI) is part of our Information Technology (IT) strategy to adopt a consistent approach to managing IT infrastructure, IT assets and data throughout the Department. As part of our IT Modernization and Green IT initiatives, as defined in the Strategic Sustainability Performance Plan (SSPP), data center consolidation is a DOL-wide initiative aimed at reducing the total number and overall expense of DOL data centers.",2010-01-03T00:00:00Z,2015-09-30T00:00:00Z,2095,,,,18.14645,3.9,3.9,13/08/2012,7:12:22,
12,012-000002630,131,Department of Labor(12),OSHA - Information System (OIS),138,DME OSHA Information System (OIS),"OIS is OSHA's automated suite of applications for Consultation, Compliance Assistance, Enforcement, and Homeland Security/Emergency Response, as well as reporting and analytical tools to enable strategic placement of resources.",2005-08-17T00:00:00Z,2013-02-10T00:00:00Z,2734,,,,68.329951,3.773342,3.779245,15/05/2012,12:41:48,
12,012-000002085,123,Department of Labor(12),MSHA - MSHA Standardized Information System (MSIS),72,FY12 Application Improvement Releases,FY12 MSIS Application Improvement Releases: Provide application fixes and enhancements for all MSIS functions and applications as requested by Program Area IT coordinators. Implement enhancements and application changes recommended in the Upper Big Branch investigation final report.,2011-01-07T00:00:00Z,2012-10-08T00:00:00Z,639,2012-10-08T00:00:00Z,639,2012-10-08T00:00:00Z,4.743254,4.743254,3.485574,12/7/2012,12:42:43,
12,012-000005003,627,Department of Labor(12),PBGC - Participant Services (Benefit Administration),584,Customer Care Applications (CCA),Provides self service capabilities to participants and customer relationship management functionality to customer care specialists.,2011-09-26T00:00:00Z,2013-06-28T00:00:00Z,641,,,,3.215,3.215,3.215,27/10/2011,12:32:24,
12,012-000005004,624,Department of Labor(12),PBGC - Risk Management Early Warning / Legal Matter Management,467,Risk Management Early Warning / Legal Matter Management,"Risk Management and Early Warning (RMEW) is a case management system used by the Insurance Program Office. Future deliverables include new Ad Hoc reports, case management screen views, additional document management capabilities, and search features.",2011-05-19T00:00:00Z,2013-11-01T00:00:00Z,897,,,,3.05,3.049,3.081,27/10/2011,13:18:28,
12,012-000005001,641,Department of Labor(12),PBGC - Consolidated Financial Systems,514,Trust / FY File Replacement,Trust Accounting System replacement.,2010-01-10T00:00:00Z,2012-07-11T00:00:00Z,912,,,,5.751,2.637,2.917,27/10/2011,10:41:52,
