Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Projected/Actual Cost ($ M),Updated Date,Updated Time,Column
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),855,FPNG UI&I Stakeholder and Stored Payment Account Management Services,"Turn off Financial Profile and Finance On-Line Shopping Page functionality in RAM and replace with an FPNG user interface and custom database for stakeholder account, deposit account, EFT account, and credit card account maintenance.",2012-01-05T00:00:00Z,2013-02-28T00:00:00Z,420,2013-02-28T00:00:00Z,420,2013-06-30T00:00:00Z,4.45,4.45,4.45,15/08/2012,7:06:26,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),856,FPNG UI&I Stakeholder and Stored Payment Account Management Reports,Pull stakeholder and stored payment account data into the EDW in order to replace the current RAM reports as well as some report requirements from the BPR effort.,2012-01-05T00:00:00Z,2013-02-28T00:00:00Z,420,2013-02-28T00:00:00Z,420,2013-06-30T00:00:00Z,1.225,1.225,1.225,15/08/2012,7:06:26,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,879,AIX Server Replacement,Replace selected end-of-life IBM AIX servers with Linux servers.,2010-07-21T00:00:00Z,2011-12-30T00:00:00Z,527,2011-12-16T00:00:00Z,513,2012-04-20T00:00:00Z,4.50689,4.50689,4.50689,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,880,AIS Application Readiness Project - Universal Laptop,"As part of UL Program, AED will assure that all software applications supporting the various missions for each of the 3 organizations will be modified to function in all UL baseline computers w/out compromising existing functionality.",2010-06-29T00:00:00Z,2012-06-04T00:00:00Z,706,2012-06-04T00:00:00Z,706,2012-08-31T00:00:00Z,3.86152,3.86152,3.86152,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,881,Boyers Internet Point of Presence (PoP),To procure and install the equipment and telecom infrastructure to provide an Internet Point of Presence (PoP) at Boyers.,2010-02-18T00:00:00Z,2012-09-01T00:00:00Z,925,2011-03-16T00:00:00Z,391,2012-11-01T00:00:00Z,0.84215,0.84215,0.84215,24/02/2012,11:52:03,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,882,Data Center Facilities Management,Upgrade data center inventory software; conduct data collection in data center.,2010-02-02T00:00:00Z,2011-10-18T00:00:00Z,622,2011-04-29T00:00:00Z,450,2011-10-18T00:00:00Z,1.09065,1.09065,0.29686,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,883,FY11 Server Replacement,The scope of the project is to replace outdated rack mounted servers.,2010-01-09T00:00:00Z,2012-01-31T00:00:00Z,752,2012-01-31T00:00:00Z,752,2012-01-30T00:00:00Z,4.98266,4.98266,8.97929,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,884,PTONet III Perimeter Network,"Replace Firewalls, Load Balancers and switches in the Perimeter Network.",2010-10-04T00:00:00Z,2011-10-31T00:00:00Z,392,2011-10-31T00:00:00Z,392,2011-10-31T00:00:00Z,3.41581,0.55328,3.2736,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,885,SCMT 1 0,Create logical mapping reports for AISs in Production Environment.,2010-03-08T00:00:00Z,2011-05-10T00:00:00Z,427,2011-09-21T00:00:00Z,561,2011-09-28T00:00:00Z,0.489584,0.01729,0.20925,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,886,Secure OWA,"Secure OWA will provide USPTO a stronger webmail access and enforce better management of authentication methods to USPTO infrastructure. By giving all employees FOBs and requiring two-factor authentication, USPTO enterprise will be more secure.",2010-06-24T00:00:00Z,2012-03-27T00:00:00Z,642,2012-05-03T00:00:00Z,679,2012-05-03T00:00:00Z,0.14,0.14,0,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,887,Unified Business Collaboration System,"The Unified Business Collaboration system will unify and consolidate the existing communication and collaboration tools to provide a robust, reliable, secure, and efficient method for USPTO employees to communicate using audio, video, text, and data.",2010-03-03T00:00:00Z,2012-08-27T00:00:00Z,907,2011-09-20T00:00:00Z,565,2012-08-27T00:00:00Z,6.9643,6.9643,6.9593,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,888,Voice System Replacement,Replace the existiong Nortel Digital PBX with a modernized IP Telephony Voice System.,2010-08-19T00:00:00Z,2012-10-31T00:00:00Z,804,2012-10-31T00:00:00Z,804,2012-10-26T00:00:00Z,12.72751,12.72751,12.72751,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,889,PTOFAX 2 0,"Upgrade the enterprise FAX system to bring it up to supported status, enhance existing services, provide Windows 7 compatible client and address expanding customer needs.",2010-01-06T00:00:00Z,2011-08-18T00:00:00Z,588,2011-08-08T00:00:00Z,578,2011-08-18T00:00:00Z,0.64406,0.64406,0.48237,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,890,D2D2T,"The scope will include a strategy to provide a backup copy of production data to a local disk based backup subsystem which would be de-duplicated and transferred to the Boyers data center,  would then be offloaded to a tape backup system if required.",2010-09-12T00:00:00Z,2011-11-29T00:00:00Z,443,2011-10-13T00:00:00Z,396,2011-10-13T00:00:00Z,2.23265,2.23265,2.23265,31/01/2012,14:38:33,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,891,Data Center Facilities Management Work Flow,Implement workflow module for Aperture VISTA database.,2010-09-12T00:00:00Z,2012-02-16T00:00:00Z,522,2011-04-10T00:00:00Z,210,2012-05-04T00:00:00Z,0.27056,0.26656,0.27052,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,892,DR Documents Lifecycle Strategy,"The scope of this project is to complete the updates of all DR documents, develop and implement the strategy in order to keep the documents current, to conduct table top exercises, and to identify requirements for a tool to manage the DR Plan.",2010-10-14T00:00:00Z,2012-02-29T00:00:00Z,503,2011-12-21T00:00:00Z,433,2012-02-29T00:00:00Z,0.36772,0.32841,0.36772,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,893,FY11 Auto Deployment,Conduct pilot for auto deployment using Build Forge for 3 AIS.,2010-09-12T00:00:00Z,2011-12-30T00:00:00Z,474,2011-12-30T00:00:00Z,474,2011-12-30T00:00:00Z,0.52294,0.52294,0.52294,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,894,FY12 HP UX Server Replacement,Replace selected end of life HP UX servers with new robust Linux servers.,2011-07-26T00:00:00Z,2012-11-29T00:00:00Z,492,2012-11-29T00:00:00Z,492,2012-11-29T00:00:00Z,3.24,3.23993,3.23993,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,895,HP OpenView Upgrade and Servers,The scope is to upgrade HP Openview and the migration to new servers.,2011-01-31T00:00:00Z,2012-04-24T00:00:00Z,448,,,,0.1008,0.1008,0.07701,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,896,IPv6 Implementation Plan,Draft IPV6 Transition Plan and Implementation Plan and perform 15 informal AIS tests.,2011-02-03T00:00:00Z,2011-12-29T00:00:00Z,329,2011-12-29T00:00:00Z,329,2011-12-29T00:00:00Z,0.33277,0.33277,0.33277,24/02/2012,11:52:04,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,898,ITSM Implementation Phase 2,"Implements ITIL using BMC's ITSM Suite for the Incident, Problem and Knowledge Management service areas. It also includes implementing single sign-on, Kinetic Survey for feedback, creating custom reports, design of the Configuration Mgmt Database and Change Mgmt.",2011-04-03T00:00:00Z,2011-11-17T00:00:00Z,228,2011-02-11T00:00:00Z,-50,2011-11-17T00:00:00Z,2.36071,2.36071,2.36071,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,899,Jboss Production Beta,Standup Jboss environments.,2011-09-02T00:00:00Z,2012-01-27T00:00:00Z,147,2012-04-01T00:00:00Z,212,2012-01-30T00:00:00Z,0.22943,0.22943,0.22943,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,900,OHRNet Technology Refresh,The purpose of this project is to replace and update hardware and software used by the Office of Human Resources (OHR) and the Office of Finance (OF) users.,2011-07-27T00:00:00Z,2012-11-20T00:00:00Z,482,2012-12-10T00:00:00Z,502,2012-10-31T00:00:00Z,0.4763,0.476284,0.493488,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,901,Password Management Pilot,Evaluate various COTS to determine which software USPTO will use.,2011-01-31T00:00:00Z,2011-11-22T00:00:00Z,295,2011-11-22T00:00:00Z,295,2011-11-22T00:00:00Z,0.095277,0.06568,0.06568,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,902,PTONet III Network Access Control FOC,Increase the security posture for the Network and Security Infrastructure (NSI) General Support System (GSS) by deploying a NAC capability in the Campus LAN.,2011-01-03T00:00:00Z,2012-09-28T00:00:00Z,633,2012-09-28T00:00:00Z,633,2012-09-28T00:00:00Z,1.490352,1.37052,1.039134,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,903,Public and Enterprise 80211n Wireless LAN Project,The Public and Enterprise Wireless 802.11n LAN project will replace the End of Life Public 802.11 Wireless equipment and expand coverage to the entire USPTO Alexandria and Shirlington campuses.,2011-06-06T00:00:00Z,2012-08-16T00:00:00Z,437,2012-03-08T00:00:00Z,276,2012-04-09T00:00:00Z,2.56928,2.56927,2.56125,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,904,Tech Refresh 2 0,Upgrade enterprise software.,2011-04-02T00:00:00Z,2012-12-04T00:00:00Z,612,2012-03-19T00:00:00Z,352,2012-03-27T00:00:00Z,0.45074,0.45073,0.45073,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,905,TRDM 2 0 Desktop Rights,"Further stabilize desktops thru increased Desktop Rights Management as mandated by OMB by limiting local administrative rights (LAR). When using privilege management software, the justification for LAR is elevated for tasks only, not applied to full OS.",2011-04-19T00:00:00Z,2012-08-24T00:00:00Z,493,2012-08-24T00:00:00Z,493,2012-08-28T00:00:00Z,0.60144,0.60143,0.56278,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,906,UL Deployment Government Employees Project,"UL Deployment will replace each USPTO federal employee's government furnished physical desktop, virtual desktop, and/or laptop with one Universal Laptop (UL). The project will replace aging/unreliable hardware with new equip and reduce licensing fees.",2010-02-12T00:00:00Z,2012-05-31T00:00:00Z,838,2012-05-31T00:00:00Z,838,2012-08-31T00:00:00Z,38.99609,38.99609,40.33717,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,907,Websphere Portal Migration,"Migrate EFS Web, PAIR, PALM from Websphere to JBOSS.",2011-07-22T00:00:00Z,2012-12-20T00:00:00Z,517,2012-09-01T00:00:00Z,407,2012-12-20T00:00:00Z,0.80047,0.80047,0.80047,29/06/2012,11:46:40,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,908,IT West Reconfiguration,"Design and stand-up key environments in IT-West, contributing significantly to the agency's goal of testing and deploying quality systems.  A new environment will be introduced called the Prototype (sandbox) environment.",2011-08-19T00:00:00Z,2012-09-28T00:00:00Z,406,2012-09-27T00:00:00Z,405,2012-09-28T00:00:00Z,2.8,2.73709,2.73709,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,909,IPV6 FY12 Project,OMB mandated IPv6 enablement in the DMZ zone.,2010-02-28T00:00:00Z,2012-05-09T00:00:00Z,800,2012-05-09T00:00:00Z,800,2012-04-10T00:00:00Z,4.31893,4.31893,4.31893,27/07/2012,12:50:21,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,910,DR Program Support FY11,Conduct DR Program Support (FY11).,2010-12-16T00:00:00Z,2011-12-16T00:00:00Z,365,2011-07-10T00:00:00Z,205,2011-12-16T00:00:00Z,0.286,0.286,0.286,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,911,Data Center Program Support,"Facilitate in the execution of projects regarding project planning, SDLC, budget and technical documentation on a program and project level.",2011-12-09T00:00:00Z,2012-12-14T00:00:00Z,371,2012-07-12T00:00:00Z,215,2012-12-14T00:00:00Z,0.61879,0.61879,0.61879,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,912,SAN Core Monitor Replacements,"Replace SAN cable plant, upgrade SAN infrastructure, and upgrade SAN monitoring to support 8GB fiber channel capability in storage and server hardware.",2011-12-21T00:00:00Z,2012-05-25T00:00:00Z,155,2012-05-25T00:00:00Z,155,2012-08-23T00:00:00Z,0.845,0.845,0.83665,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,915,FY12 D2D2T,The scope of this project is to procure and implement Boyers Disk to Disk storage. Also to procure installation of tape silo at Boyers to complete Data Life Cycle design between Boyers and Alexandria.,2011-09-13T00:00:00Z,2012-08-22T00:00:00Z,344,2012-03-05T00:00:00Z,174,2012-07-20T00:00:00Z,1.45952,1.45181,1.45181,27/07/2012,12:50:21,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,916,FY12 AIX Server Replacement,"Replace selected end-of-life IBM AIX servers with new, robust Linux servers.",2011-12-09T00:00:00Z,2012-10-30T00:00:00Z,326,2012-08-29T00:00:00Z,263,2012-10-24T00:00:00Z,3.27144,3.27144,3.27144,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,920,TRDM 2 0 Altiris Update,Upgrade Altiris Client Management System to current version and retirement of legacy client management system.,2012-01-31T00:00:00Z,2012-09-28T00:00:00Z,240,2012-09-28T00:00:00Z,240,2012-06-09T00:00:00Z,0.25025,0.22368,0.21353,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,921,WIN 7 Desktop Replacement Contractors and Shared Workspaces,The project objective is to replace aging Windows SP-based USPTO government furnished desktops used by contractors and in shared workspaces with a Windows 7 and Office 2010-based desktop.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-08-31T00:00:00Z,3.88421,3.88421,3.88108,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,922,DR Program Support FY12,Conduct DR Program Support (FY12).,2011-12-16T00:00:00Z,2012-12-18T00:00:00Z,368,2012-12-17T00:00:00Z,367,2012-12-18T00:00:00Z,0.185,0.185,0.185,24/02/2012,11:52:04,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,926,FY12 Server Replacement,"Retire 200 selected end-of-life physical servers with new, robust servers supporting the Linux, Vmware and Windows Server operating systems.",2011-01-09T00:00:00Z,2012-11-30T00:00:00Z,691,2012-02-04T00:00:00Z,391,2012-07-11T00:00:00Z,1.7542,1.7542,1.61167,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,927,FY12 Tech Refresh Cloud Forms IaaS Implementation,"This effort is the third year of performing upgrades to COTS software, infrastructure components and researching emerging technologies.",2012-01-25T00:00:00Z,2012-12-12T00:00:00Z,322,2012-09-28T00:00:00Z,246,2012-12-12T00:00:00Z,0.175,0.175,0.60144,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,2905,Website Redesign CMS Replacement,"This phase will gather Internet Content Management System requirements, seek expert advice, select the replacement CMS tool, and plan the implementation of the selected tool.",2011-08-30T00:00:00Z,2012-12-19T00:00:00Z,477,2012-12-19T00:00:00Z,477,2013-05-17T00:00:00Z,1,1,1,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,2906,ITSM Remedy Analytics and Dashboards,Setup of a Microsoft virtual platform to support the installation of the BMC ITSM Remedy 7.6.04 Analytics and Dashboards module.,2011-08-11T00:00:00Z,2012-04-13T00:00:00Z,246,2012-03-22T00:00:00Z,224,2013-09-30T00:00:00Z,0.72472,0.72472,0.72472,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,2907,International Data Service Security Compliance,The International Data Service Security Compliance (IDSSC) project will implement a security enclave in the TRINET Security Compliance (TSC) Zone to securely process and monitor patent data exchange.,2011-11-16T00:00:00Z,2012-11-15T00:00:00Z,365,2012-11-01T00:00:00Z,351,2012-11-15T00:00:00Z,0.71414,0.71414,0.73331,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,2908,Cellular Repeater System (CRS),O&M - The CRS will be either upgraded or replaced with the latest technology to support 3G/4G frequencies and capabilities for user cellular/smart phones on campus and outlying USPTO buildings including Randolph Square.,2011-12-14T00:00:00Z,2012-12-20T00:00:00Z,372,2012-09-13T00:00:00Z,273,2012-12-20T00:00:00Z,0.5,0.5,0.5,27/07/2012,12:50:21,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,2909,USPTO Alternate Processing Site (APS),"Negotiate Lease for USPTO Alternate Processing Site (APS) space at Boyers, PA Iron Mountain Facility and conduct planning for occupancy.",2011-12-15T00:00:00Z,2012-08-21T00:00:00Z,249,2012-08-15T00:00:00Z,243,2012-08-27T00:00:00Z,1.05749,1.05749,1.05749,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,2910,WAN Accelerator Expansion System Project,"Expand the ERA VPN WAN Acceleration capability to support up to 15,000 employees.",2011-08-12T00:00:00Z,2012-05-18T00:00:00Z,280,2012-05-18T00:00:00Z,280,2012-07-31T00:00:00Z,2.84647,2.84647,2.82769,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,3157,Password Management Implementation (Windows-Server Based),The procurement and implementation of the ManageEngine COTS and associated server infrastructure.,2012-02-29T00:00:00Z,2012-08-31T00:00:00Z,183,2012-08-30T00:00:00Z,182,2012-10-16T00:00:00Z,0.085,0.085,0.04833,29/06/2012,11:46:41,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,3241,OFDNET Technology Refresh,The OFDNET High Availability Project (OFDNET-HA) will upgrade VPN routers and add an Internet VPN connection to be used by Office of Finance (OF) personnel as well as to provide seamless financial file disbursement to US Treasury Financial Management System.,2012-05-31T00:00:00Z,2013-05-02T00:00:00Z,336,2012-08-20T00:00:00Z,81,2012-08-20T00:00:00Z,0.15431,0.15431,0.15431,27/07/2012,12:50:21,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,3243,ITSM Asset Management,Incorporate asset management workflow and reporting capability into ITSM.,2012-06-20T00:00:00Z,2013-04-01T00:00:00Z,285,2013-04-01T00:00:00Z,285,2013-04-01T00:00:00Z,1.4,1.4,1.4,27/07/2012,12:50:21,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),929,PE2E 1 0 (CRU),Implement functionality in the PE2E system to the Patent Corps CRU.,2011-01-02T00:00:00Z,2012-02-03T00:00:00Z,397,2012-02-03T00:00:00Z,397,2012-02-03T00:00:00Z,10.81775,10.81775,9.94396,30/07/2012,13:36:24,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),930,Convert the legacy from image to text Phase 1,Patent Application Text (PATI) 1.0 functionality released to two Patent Corps Workgroups; initial OCR & PG Pub Data conversion; initial Examiningfunctionality e.g. claim tree.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-25T00:00:00Z,622,2011-09-30T00:00:00Z,1.91382,1.91382,2.20596,29/06/2012,14:14:03,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),931,Train Team Members in Agile Phase I,Train team members in Agile - FY 11.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,0.11574,0.11574,0.0691,29/06/2012,14:14:03,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),932,Design the User interface - Phase I,"Examiner Participation - UI Design process assessing Storyboards, Wireframes. Establish Clickable Prototypes based on the user requirements.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,0.89427,0.89427,0.89427,29/06/2012,14:14:03,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),933,Support Program Management for Patents FY11,Provide Patents Program Support toPE2E investment.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,0.04717,0.04717,0.04268,29/06/2012,14:14:04,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),934,Support Program Management for OCIO FY11,OCIO Support of the PE2E Portfolio and its programs.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,0.166,0.166,0.15052,29/06/2012,14:14:04,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),936,Patent examination tools and infrastructure,"Deliver initial Workflow functionality and new user interface in PE2E.  Creating a system that is usable by the entire Patent corps, not just the CRU examiners.",2011-10-27T00:00:00Z,2012-12-31T00:00:00Z,431,2012-12-31T00:00:00Z,431,2012-12-31T00:00:00Z,11.71154,11.71154,11.71154,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),938,Train Team Members in Agile Phase II,Train team members in Agile - FY 12.,2011-01-10T00:00:00Z,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,0.2,0.2,0.2,29/03/2012,12:45:56,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),940,Exploring search technologies,"This project will provide a prototype and design, which will focus on replacing the current USPTO Search systems.",2011-10-20T00:00:00Z,2012-12-31T00:00:00Z,438,2012-12-31T00:00:00Z,438,2012-12-31T00:00:00Z,2.73157,2.73157,2.73157,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),941,CPC Database,Database and Application for synchronization between US andEPO of a classification system according to an agreed database schema. Loadinginitital versions of CPC. Establish beginning functionalities of official classification system to retire CDS.,2011-03-10T00:00:00Z,2013-09-10T00:00:00Z,914,2013-09-10T00:00:00Z,914,2013-09-10T00:00:00Z,8.49282,8.49282,8.49282,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),942,CPC Collaboration,Collaboration Environment with EPO; This make take the form of anEPO sponsored web based tool that could require minor network or application changes.,2012-10-17T00:00:00Z,2013-09-30T00:00:00Z,348,,,,0.5,0.5,0.5,30/07/2012,13:36:24,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),943,PATI patent application text initiative 1 1,ReleasePATI 1.0 functionality to entire Patent Corps; Additional OCR & PG Pub Data conversion; Examiningfunctionality e.g. claim tree for the entire Patent Corps.,2011-08-11T00:00:00Z,2012-04-30T00:00:00Z,263,2012-04-30T00:00:00Z,263,2012-04-30T00:00:00Z,0.4776,0.4776,0.4776,31/05/2012,6:34:16,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),946,Support Portfolio Management for FY12,ProvideOCIO Program Support toPE2E investment.,2011-01-10T00:00:00Z,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,3.871,3.871,3.8592,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),947,CPC legacy system integration,Address the patent legacy systems for the January 2013 agreement for the USPTO examination to be based on CPC.,2012-11-07T00:00:00Z,2013-09-30T00:00:00Z,326,,,,1,1,1,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),949,PE2E Office Action,"Establish an infrastructure for the administration component of the office action. This project will address people-to-organization relationships, functional authority, delegation of power, common citation document forms, and GUI requirements.",2011-03-10T00:00:00Z,2012-12-31T00:00:00Z,662,2012-12-31T00:00:00Z,662,2012-12-31T00:00:00Z,5.21836,5.21836,5.21836,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),952,Business Architecture,"Establish a business architecture to document pain points, priorities and dependencies in the Patent Business.",2011-07-09T00:00:00Z,2012-09-28T00:00:00Z,447,2012-09-28T00:00:00Z,447,2012-09-28T00:00:00Z,0.84207,0.84207,0.84207,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),961,Comprehensive patent family maps,The PALM table housing patent family data will be remodeled to allow for comprehensive relationships to be stored.  Services would be created to access the data of the new table and eDAN would be modified to call and utilize this information.,2011-08-31T00:00:00Z,2012-12-28T00:00:00Z,485,2012-12-28T00:00:00Z,485,2012-12-28T00:00:00Z,2.55249,2.55249,2.06984,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),962,PATI continuous capture of application data,"This project would be continuous automated conversion of 3 document types (clm, spec, abs) from image (PDF or TIFF) to PATI-XML text.  The solution would be based on the CRU model and would be adaptable to allow for additional document types to be added.",2012-02-28T00:00:00Z,2013-06-28T00:00:00Z,485,2013-06-28T00:00:00Z,485,2013-06-28T00:00:00Z,4.33647,4.33647,4.33647,15/08/2012,13:30:11,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),2891,PE2E-Conversion of Legacy Data Architecture,Convert legacy data and architecture to the new PE2E environment.,2010-10-20T00:00:00Z,2011-07-22T00:00:00Z,275,2011-06-30T00:00:00Z,253,2011-07-22T00:00:00Z,0.66677,0.66677,0.51086,29/06/2012,14:14:03,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),2892,Continuous capture of CRU data,Project is a procurement to provide data for the CRU in PE2E throughout FY 12. Award has been made to vendor.,2011-05-10T00:00:00Z,2012-12-31T00:00:00Z,601,2012-12-31T00:00:00Z,601,2012-12-31T00:00:00Z,2.32,2.32,2.32,27/04/2012,12:05:23,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),2893,CPC classification in search systems,PTF (search) change to show CPC symbols in WEST.,2011-10-20T00:00:00Z,2012-04-13T00:00:00Z,176,2012-04-13T00:00:00Z,176,2012-04-13T00:00:00Z,0.24878,0.24878,0.24878,27/04/2012,12:05:23,
