Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Projected/Actual Cost ($ M),Updated Date,Updated Time,Column
7,007-000001202,902,Department of Defense(7),Warfighter Information Network - Tactical Increment 1,2649,Net Centric Waveform (NCW)/Colorless Core Modification Work Order (MWO) - FY12,"Provides Enhanced Networking at-the-Halt: Capability: Enables more efficient wideband communications at-the-halt.  Supports the distribution of intelligence, surveillance and reconnaissance information via voice, data and limited video.  Improved unit coordination and synchronization.  Connectivity: Commercial and military band SATCOM to Theater, Corps, Division, Brigade and Battalion.Equipment:  radios, routers, servers, encryption (sends unclassified and classified data over the same path), modems (wideband modem for efficient operation over satellites) and antennas (transportable).",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,34.848,34.848,34.848,30/01/2012,13:41:18,
7,007-000001208,903,Department of Defense(7),Warfighter Information Network - Tactical Increment 2,2650,Full Rate Production Decision Review,"A review conducted at the conclusion of Low Rate Initial Production (LRIP) effort that authorizes entry into the Full Rate Production (FRP) and Deployment effort of the Production and Deployment phase of the Defense Acquisition Management Framework. Full Rate Production (FRP) is the highest level of production readiness. Engineering/design changes are few and generally limited to quality and cost improvements. System, components or items are in rate production and meet all engineering, performance, quality and reliability requirements. All materials, manufacturing processes and procedures, inspection and test equipment are in production and controlled to six-sigma or some other appropriate quality level. FRP unit cost meets goal, funding sufficient for production at required rates. Lean practices well established and continuous process improvements ongoing.",2010-02-13T00:00:00Z,2012-09-15T00:00:00Z,944,,,,924.731,22.111,22.111,7/3/2012,7:25:00,
7,007-000001242,904,Department of Defense(7),Warfighter Information Network - Tactical Increment 3,2651,Transmission Subsystem (TSS) Critical Design Review (CDR),"The Critical Design Review  (CDR) demonstrates that the maturity of the design is appropriate to support proceeding with full-scale fabrication, assembly, integration, and test. CDR determines that the technical effort is on track to complete the flight and ground system development and mission operations, meeting mission performance requirements within the identified cost and schedule constraints.The following are objectives of a CDR:Ensure that the build-to baseline contains detailed hardware and software specifications that can meet functional and performance requirements Ensure that the design has been satisfactorily audited by production, verification, operations, and other specialty engineering organizations Ensure that the production processes and controls are sufficient to proceed to the fabrication stage Establish that planned Quality Assurance (QA) activities will establish perceptive verification and screening processes for producing a quality product Verify that the final design fulfills the specifications established at the Preliminary Design Review (PDR).",2007-02-07T00:00:00Z,2012-04-15T00:00:00Z,1893,2012-04-15T00:00:00Z,1893,2012-04-15T00:00:00Z,287.808,176.842,176.842,26/10/2011,9:10:23,
7,007-000001555,905,Department of Defense(7),Joint Battle Command-Platform,2656,Joint Battle Command - Platform (JBC-P) Development,"Development of hardware and software for the Joint Battle Command - Platform (JBC-P) tactical battle command system to meet Army requirements.  Includes development, procurement of low rate initial production hardware for test purposes and testing required to reach a Full Rate Production and Fielding Decision.",2009-01-10T00:00:00Z,2013-09-30T00:00:00Z,1723,,,,203.192,44.506,44.495,15/03/2012,12:31:59,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2614,Hickam AFB Infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2009-01-10T00:00:00Z,2011-11-30T00:00:00Z,1054,,,,0.619,0.619,0.619,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2615,Hurburt Field Network Infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2010-10-06T00:00:00Z,2011-11-30T00:00:00Z,420,,,,0.849,0.849,0.849,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2616,Creech AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2011-12-30T00:00:00Z,2012-11-30T00:00:00Z,336,,,,5.961,5.961,5.961,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2617,Mountain Home AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2011-12-30T00:00:00Z,2013-01-30T00:00:00Z,397,,,,9.104,9.104,9.104,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2618,Randolph AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2011-12-30T00:00:00Z,2013-09-30T00:00:00Z,639,,,,6.183,6.183,6.183,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2619,Vance AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2011-12-30T00:00:00Z,2013-09-30T00:00:00Z,639,,,,5.126,5.126,5.126,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2620,Columbus AFB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2012-01-31T00:00:00Z,2013-09-30T00:00:00Z,607,,,,5.322,5.322,5.322,26/10/2011,8:57:05,
7,007-000001017,906,Department of Defense(7),Information Transport System Increment 1,2621,Thule AB network infrastructure upgrade.,"The Information Transport System (ITS) Increment 1 installs robust Active Duty and Reserve base network backbone infrastructure required to meet increasing demand for high-speed network access that provides the data, video and imagery supporting Air Force operations and provides a standard infrastructure allowing the 24th Air Force Commander to centrally manage and defend the Air Force network.  ITS designs, installs and sustains high-speed network backbones using industry standard design methodologies and installation principles which eliminates design flaws, such as single points of failure, which occur as a result of patch-work network design and implementation.",2012-02-28T00:00:00Z,2013-09-30T00:00:00Z,579,,,,2.188,2.188,2.188,26/10/2011,8:57:05,
7,007-000001078,909,Department of Defense(7),Air Force Intranet Increment 2,2625,Base Boundary Security Enhancement (BBSE),"Update each base network security boundary to provide enhanced information assurance against unauthorized network access or attack.  Provide protection against known security vulnerabilities and emerging threats.  Includes Active, Reserve and Air National Guard locations and provides enhanced network security for Geographically Separated Units.  BBSE also optimized the Air Force Network (AFNET) behind the existing network gateways and streamlines network management.",2012-01-31T00:00:00Z,2014-01-31T00:00:00Z,731,,,,27,27,27,26/10/2011,8:57:08,
7,007-000001078,909,Department of Defense(7),Air Force Intranet Increment 2,2626,Maintain existing gateways,"Maintain and sustain the existing network gateways to include all hardware, software and engineering/technical support required to ensure continued network operations and security.",2011-01-10T00:00:00Z,2012-01-10T00:00:00Z,365,,,,33.1,33.1,33.1,26/10/2011,8:57:08,
7,007-000001104,910,Department of Defense(7),Base Information Infrastructure,2630,Renew all mission essential software licenses and support agreements.,"Base Information Infrastructure (BII) sustains and provides support services to the Air Force Intranet (AFNET), Informations Transport System (ITS) and Voice Switching System (VSS).  This includes hardware and software trouble-shooting and repair, software license agreements and support, and 24/7 engineering and technical assistance for every Air Force base data network, all network defense and network management capabilities and the telephone switch and cable plant at every Air Force base.  BII also replaces base network backbone infrastructure components that are obsolete, beyond end-of-support by the manufacturer or no longer meet mission requirements.  This investment closes gaps identified by the Air Force Requirements board to establish and maintain standard network defense, network management and situational awareness tools.  BII also maintains a standard configuration baseline across the Air Force network enterprise.  BII ensures that required security patches and software updates are loaded when required and obsolete hardware is repaired or replace to ensure mission accomplishment along with the necessary security posture.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,32.3,32.3,32.3,26/10/2011,9:10:18,
7,007-000001104,910,Department of Defense(7),Base Information Infrastructure,2631,Renew all mission essential hardware support contracts.,"Base Information Infrastructure (BII) sustains and provides support services to the Air Force Intranet (AFNET), Informations Transport System (ITS) and Voice Switching System (VSS).  This includes hardware and software trouble-shooting and repair, software license agreements and support, and 24/7 engineering and technical assistance for every Air Force base data network, all network defense and network management capabilities and the telephone switch and cable plant at every Air Force base.  BII also replaces base network backbone infrastructure components that are obsolete, beyond end-of-support by the manufacturer or no longer meet mission requirements.  This investment closes gaps identified by the Air Force Requirements board to establish and maintain standard network defense, network management and situational awareness tools.  BII also maintains a standard configuration baseline across the Air Force network enterprise.  BII ensures that required security patches and software updates are loaded when required and obsolete hardware is repaired or replace to ensure mission accomplishment along with the necessary security posture.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,53.4,53.4,53.4,26/10/2011,9:10:18,
7,007-000001104,910,Department of Defense(7),Base Information Infrastructure,2632,"Update or replace obsolete, unsecure network infrastructure components.","Base Information Infrastructure (BII) sustains and provides support services to the Air Force Intranet (AFNET), Informations Transport System (ITS) and Voice Switching System (VSS).  This includes hardware and software trouble-shooting and repair, software license agreements and support, and 24/7 engineering and technical assistance for every Air Force base data network, all network defense and network management capabilities and the telephone switch and cable plant at every Air Force base.  BII also replaces base network backbone infrastructure components that are obsolete, beyond end-of-support by the manufacturer or no longer meet mission requirements.  This investment closes gaps identified by the Air Force Requirements board to establish and maintain standard network defense, network management and situational awareness tools.  BII also maintains a standard configuration baseline across the Air Force network enterprise.  BII ensures that required security patches and software updates are loaded when required and obsolete hardware is repaired or replace to ensure mission accomplishment along with the necessary security posture.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,22,16.528,16.528,26/10/2011,9:10:18,
7,007-000001152,911,Department of Defense(7),Voice Switching System,2633,Telephony Management System software license support,Purchase software license support for the Air Force enterprise telephone system.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,3.047,3.047,3.047,26/10/2011,9:10:19,
7,007-000001152,911,Department of Defense(7),Voice Switching System,2634,Voice Protection System (VPS) software license support.,Purchase software licenses and support for all Air Force telephone switches to ensure required security.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,2.302,2.302,2.302,26/10/2011,9:10:19,
7,007-000001152,911,Department of Defense(7),Voice Switching System,2635,Upgrade Defense Red Switch Network.,"VSS upgrades the Defense Red Switch Network (DRSN) to eliminate obsolete, beyond end-of-life components that provide critical communications between the White House, JCS, and SAF to Combatant Commanders.",2012-09-30T00:00:00Z,2017-04-30T00:00:00Z,1673,,,,21.76,8.416,8.416,26/10/2011,9:10:19,
7,007-000001179,912,Department of Defense(7),Integrated Strategic Planning and Analysis Network - Increment 2,2636,Increment 2 Spiral 1 Software Development,"ISPAN Increment 2 modernization will provide the following capabilities:1. Campaign/Contingency Planning- Perform mission analysis, effects planning, and basic briefing support for OSD In-Process Reviews.- Integrage conventional target development processes, including support for target coordination boards and Flexible Strike Options (FSO) planning.2. Crisis Action Planning (CAP)- Create user-defined planning templates for specific operations types or to reflect local policies and procedures.- Create the ability for Branch-Sequel planning in use defined parent-child relationships between C/CP and CAP and among multiple CAPs.- Add support for Joint Intelligence Preparation of the Operational Environment (JIPOE).- A modular, automated orders-writing service from templates for Warning Orders (WARNORDs), Planning Orders (PLANORDs), Alert Orders (ALERTORDs), OperationOrders (OPORDs), Fragmentary Orders (FRAGORDs), Execution Orders (EXORDs), and Situation Reports (SITREPs), that can be either standalone documents or linked toapplicable C/CP and CAP workspaces.3. Decision Support (DS)- Integrate conventional strike web services. Expand geospatial, temporal, and relational support for Situation Development and Assessment (SA) by consuming additionalinformation web services, updating data readers, and integrating the visualization capability into the planning environment.- Add web services form other operational planning systems to improve orchestration of integrated COA development.4. Sustainability- Expand the application capacity with better performance by virtualizing the system architecture. Provide survivable and redundant applications at multiple sites with a basicdata backup and node transition plan.- Provide survivable and redundatnt apps at multiple sites with data backup node transition plan.- Update the portal with an improved user interface.5. Training- Expand the capability to support global users with a training workspace, chat, computer-based training, better orgainzied info and search capabilities, plus videos.- Update training for system functionality changes.",2010-11-30T00:00:00Z,2012-01-31T00:00:00Z,427,2012-01-31T00:00:00Z,427,2012-01-31T00:00:00Z,9.188,9.187,9.187,26/10/2011,9:10:19,
7,007-000001179,912,Department of Defense(7),Integrated Strategic Planning and Analysis Network - Increment 2,2637,Increment 2 Spiral 2 Software Development,"ISPAN Increment 2 modernization will provide the following capabilities:1. Campaign/Contingency Planning- Perform mission analysis, effects planning, and basic briefing support for OSD In-Process Reviews.- Integrage conventional target development processes, including support for target coordination boards and Flexible Strike Options (FSO) planning.2. Crisis Action Planning (CAP)- Create user-defined planning templates for specific operations types or to reflect local policies and procedures.- Create the ability for Branch-Sequel planning in use defined parent-child relationships between C/CP and CAP and among multiple CAPs.- Add support for Joint Intelligence Preparation of the Operational Environment (JIPOE).- A modular, automated orders-writing service from templates for Warning Orders (WARNORDs), Planning Orders (PLANORDs), Alert Orders (ALERTORDs), OperationOrders (OPORDs), Fragmentary Orders (FRAGORDs), Execution Orders (EXORDs), and Situation Reports (SITREPs), that can be either standalone documents or linked toapplicable C/CP and CAP workspaces.3. Decision Support (DS)- Integrate conventional strike web services. Expand geospatial, temporal, and relational support for Situation Development and Assessment (SA) by consuming additionalinformation web services, updating data readers, and integrating the visualization capability into the planning environment.- Add web services form other operational planning systems to improve orchestration of integrated COA development.4. Sustainability- Expand the application capacity with better performance by virtualizing the system architecture. Provide survivable and redundant applications at multiple sites with a basicdata backup and node transition plan.- Provide survivable and redundatnt apps at multiple sites with data backup node transition plan.- Update the portal with an improved user interface.5. Training- Expand the capability to support global users with a training workspace, chat, computer-based training, better orgainzied info and search capabilities, plus videos.- Update training for system functionality changes.",2011-06-30T00:00:00Z,2012-09-30T00:00:00Z,458,2012-09-30T00:00:00Z,458,2012-09-30T00:00:00Z,8.45,8.45,8.45,26/10/2011,9:10:19,
7,007-000001179,912,Department of Defense(7),Integrated Strategic Planning and Analysis Network - Increment 2,2638,ISPAN Increment 2 Program Management Support,"Day-to-day support to the program manager, costing and budget support, testing support, etc to support Spiral development.",2010-01-10T00:00:00Z,2013-08-31T00:00:00Z,1328,,,,7.492,7.491,6.62,15/03/2012,12:31:59,
7,007-000001179,912,Department of Defense(7),Integrated Strategic Planning and Analysis Network - Increment 2,2639,Increment 2 Hardware and Software to support Alternate Site requirement,"Hardware equipment and COTS software to support the Alternate Site deployment requirement. This includes servers, workstations, and associated software.",2010-01-12T00:00:00Z,2013-08-31T00:00:00Z,1326,,,,6.223,4.536,4.536,26/10/2011,9:10:20,
7,007-000001179,912,Department of Defense(7),Integrated Strategic Planning and Analysis Network - Increment 2,2640,ISPAN Increment 2 Post IOC Enhancements,"System will be refined as needed to achieve and verify its full capability. This will include closure of any Category 1 deficiency reports, final verification of Sustainment Capability Area KPPs (Return to Service and Operational Availability), fielding an alternate JWICS instance for reliability, and development of a number of attributes that contribute to the major capability areas but are not themselves KPPs.",2012-04-30T00:00:00Z,2013-08-31T00:00:00Z,488,,,,10.369,10.369,10.369,26/10/2011,9:10:20,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2641,"MAF Modernizations: Special Mission ACC Platforms (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0) - Software Development, Maintenance, and Fielding","MAF Modernizations: Special Mission ACC Platforms (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0) - Software Development, Maintenance, and Fielding.",2011-01-01T00:00:00Z,2014-01-05T00:00:00Z,1100,,,,20.881,6.739,6.739,26/10/2011,9:10:20,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2642,"Software Maintenance of Modernized  MAF Special Mission ACC (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0)","Software Maintenance of Modernized  MAF Special Mission ACC (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0).",2012-01-05T00:00:00Z,2016-01-07T00:00:00Z,1463,,,,3.863,0.602,0.602,26/10/2011,9:10:20,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2643,"JPADS-MP Software Development, CAT v3.0 & v3.1","JPADS-MP Software Development, CAT v3.0 & v3.1.",2011-01-08T00:00:00Z,2014-01-04T00:00:00Z,1092,,,,10.368,7.68,7.68,26/10/2011,9:10:20,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2644,"CAF Modernizations (B-1, F-15, F-16, F-22) - SW Development, Maintenance, and Fielding","CAF Modernizations (B-1, F-15, F-16, F-22) - SW Development, Maintenance, and Fielding.",2010-01-08T00:00:00Z,2016-01-08T00:00:00Z,2191,,,,42.307,22.376,22.376,26/10/2011,9:10:20,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2645,Increment IV; A-10 Ste 7 MPE SW Development and Fielding,Increment IV; A-10 Ste 7 MPE SW Development and Fielding.,2010-01-02T00:00:00Z,2012-12-05T00:00:00Z,1068,2012-12-05T00:00:00Z,1068,2012-12-05T00:00:00Z,3.544,2.179,2.179,26/10/2011,9:10:20,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2646,Increment IV; F-22 Rel 12 SW Development and Fielding,Increment IV; F-22 Rel 12 SW Development and Fielding.,2011-01-10T00:00:00Z,2014-01-01T00:00:00Z,1087,2013-01-03T00:00:00Z,724,2013-01-03T00:00:00Z,11.994,2.262,2.262,26/10/2011,9:10:21,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2647,Increment IV; Representative Platform (E-8) - SW Development and Fielding,Increment IV; Representative Platform (E-8) - SW Development and Fielding.,2008-01-09T00:00:00Z,2012-01-04T00:00:00Z,1456,2012-01-04T00:00:00Z,1456,2012-01-04T00:00:00Z,19.947,5.734,5.734,26/10/2011,9:10:21,
7,007-000001184,913,Department of Defense(7),Mission Planning System Increment 4,2648,Sustainment of Platform MPEs,"Sustainment of Platform MPEs (A-10, B-1, E-3, E-8, RC-135, F-15, F-16, F-22).",2010-01-10T00:00:00Z,2015-01-10T00:00:00Z,1826,,,,21.271,10.363,10.363,26/10/2011,9:10:21,
7,007-000001550,914,Department of Defense(7),Integrated Strategic Planning and Analysis Network - Increment 3,2655,ISPAN Collaborative Information Environment Increment 3 Milestone B decision,"Develop required supporting data to meet a Milestone B decision.  This includes the Acquistion Strategy, Program Office Estimate, Service Cost Position, etc.",2012-01-04T00:00:00Z,2012-12-31T00:00:00Z,362,,,,1.2,1.2,1.2,26/10/2011,9:10:24,
7,007-000003947,915,Department of Defense(7),Air Force-Integrated Personnel and Pay System (AF-IPPS),2686,Increment 1,"AF-IPPS will be a web enabled, Commercial-Off-The-Shelf (COTS) based, SECAF 3-1 (Active, Reserve, and Air National Guard) initiative solution that will integrate many existing personnel and pay processes into one self-service system.  The system represents the AF commitment to modernizing business practices and providing enhanced support for today''s service members and their families.  AF-IPPS will align with Department of Defense (DoD) data standards for personnel, pay, and accounting, including the Common Human Resource Information Standards (CHRIS) and the Enterprise Information Web (EIW) effort, which will ensure compliance with the Business Enterprise Architecture (BEA). AF-IPPS Increment 1 acquisition strategy is comprised of a multiple release strategy is planned to be executed in five severable and discrete capability releases.",2010-01-02T00:00:00Z,2018-06-30T00:00:00Z,3100,,,,914.373,698.043,698.043,26/07/2012,11:53:33,
7,007-000001042,917,Department of Defense(7),Defense Occupational and Environmental Health Readiness System - Industrial Hygiene,2622,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene (DOEHRS-IH) Modernizations/Enhancements,"(DOEHRS-IH) is a comprehensive, automated information system that provides a single point for assembling, comparing, using, evaluating, and storing occupational personnel exposure information, workplace environmental monitoring data, personnel protectiveequipment usage data, observation of work practices data, and employee health hazard educational data. DOEHRS-IH will provide for the definition, collection and analysis platform to generate and maintain a Service Members Longitudinal Exposure Record.This project begins integration of Web based interfaces; configuration of enhancements for Food and Water Safety Surveillance in the web application, mobile application, and data warehouse; prototyping of the Exposure Characterization and Food and Water Safety Surveillance interfaces; and design for supporting Environmental Health functionality in the Data Warehouse.",2012-01-31T00:00:00Z,2013-01-06T00:00:00Z,341,2013-01-06T00:00:00Z,341,2013-01-06T00:00:00Z,15.812,15.812,15.812,5/4/2012,7:26:21,
7,007-000001243,918,Department of Defense(7),Teleport Generation 1/2,2652,Technology Refreshment (Tech Refresh),"The purpose of Tech Refresh is to continue enhancing the existing technologies of Generations 1 and 2, including Joint Internet Protocol Modem (JIPM), iDirect, and Linkway S2 upgrades, which are necessary to maintain the IA posture, transmission security requirements, and interoperability of the Teleport System.",2011-01-08T00:00:00Z,2012-01-10T00:00:00Z,367,2012-01-10T00:00:00Z,367,2012-01-10T00:00:00Z,13.357,8.567,8.567,30/01/2012,13:41:18,
7,007-000001248,919,Department of Defense(7),Teleport Generation 3,2653,Phase 1 AEHF XDR,Phase 1 will provide Advanced Extremely High Frequency Extended Data Rate (AEHF XDR) capabilities to warfighters worldwide by installing terminals from the Navy Multiband Terminal (NMT) program at Teleport and other gateway sites.,2010-01-10T00:00:00Z,2015-09-30T00:00:00Z,2088,2013-04-04T00:00:00Z,1179,2013-04-04T00:00:00Z,105.57,5.948,5.948,7/3/2012,7:27:23,
7,007-000001791,921,Department of Defense(7),Energy Convergence,2799,Release 1.0,"Design, build, test, and deployment of non-petroleum commodities into the Enterprise Business System.",2011-01-03T00:00:00Z,2011-11-24T00:00:00Z,325,2011-11-24T00:00:00Z,325,2011-11-24T00:00:00Z,3.888,3.888,3.888,15/03/2012,12:32:00,
7,007-000001791,921,Department of Defense(7),Energy Convergence,2800,Release 2.0,"Design, build, test, and deployment of the petroleum commodities into the Enterprise Business System.",2011-01-03T00:00:00Z,2013-10-24T00:00:00Z,1024,,,,33.574,33.574,33.574,31/10/2011,7:48:18,
7,007-000001099,922,Department of Defense(7),Air Force Intranet Increment 3,2627,Air Force Network consolidation.,"Consolidates all base networks into an overall Air Force Network (AFNET) to increase security, decrease operating costs and improve reliabilty of the warfighter network.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,17.6,17.6,17.6,26/10/2011,8:57:08,
7,007-000003945,923,Department of Defense(7),JSpOC Mission System,2803,Deliver Increment 1,- Initial Service Oriented Architecture (SOA) infrastructure and User-Defined Operational Picture (UDOP)- Capabilities within Increment 1 will be leveraged from existing Gov''t Lab efforts so as to maximize use of previous development and expedite capabil,2011-01-09T00:00:00Z,2012-09-28T00:00:00Z,627,,,,30,30,30,31/10/2011,9:06:05,
7,007-000003945,923,Department of Defense(7),JSpOC Mission System,2804,Deliver Increment 2,Delivers space object catalog and astrodynamic calculations supporting space situational awareness and Space C2.,2012-10-06T00:00:00Z,2014-09-30T00:00:00Z,724,,,,30,15,15,31/10/2011,9:06:05,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,2689,Electronic Health Record (EHR) Way Ahead is a proposed Major Automated Information System program. Joint DoD/VA project. AoA decision pending. This project is for Initial Planning activities.,"Project exceeds 18 months because although a Material Development Decision (MDD) was granted by Under Secretary of Defense for Acquisition, Technology & Logistics (USD (AT&L)) on May 24, 2010 for EHR Way Ahead to proceed into pre-program planning and analysis which initiated development of the Analysis of Alternatives (AoA) to provide a Preferred Alternative.  The MDD also supported the development of acquisition planning documentation with a target to enter the formal acquisition process.    Phase I of the AoA focused on preliminary assessment of nine (9) alternatives; five (5) of the alternatives were considered potentially viable and carried into the AoA Phase II for more detailed analysis. During the second quarter of FY11, TMA was directed to pause the AoA to support the joint program analysis efforts undertaken by the DoD and VA.  On March 17, 2011, the Secretary of Defense and the Secretary of the VA agreed to jointly pursue a common EHR acquisition.  The Integrated Electronic Health Record (iEHR) (a follow on to originally proposed Electronic Health Record Way Ahead) is designed to provide a comprehensive, longitudinal, electronic health record that is available anytime and anywhere for the lifetime of the patient. Since the original Electronic Health Record Way Ahead (EHR WA) has now become a joint DoD/VA program, iEHR has received an Acquistion Decision Memorandum and is now an official DoD program. Rebaseline is to close out EHR WA and insert new projects, activities, and risk for the iEHR.",2010-05-24T00:00:00Z,2012-04-17T00:00:00Z,694,2012-04-17T00:00:00Z,694,2012-04-17T00:00:00Z,21.932,21.932,21.932,22/05/2012,12:30:35,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,2690,Infrastructure for EHRWA (Initial Support),"Engineering planning, design, and implementation for the network layer and computing infrastructure support services (For this first Exhibit 300 (B) this project is being called Initial Support for ease of reference. There was support provided from Jul 2010 through Jan 2011 but falls outside this reporting period and therefore not included).",2011-01-26T00:00:00Z,2012-01-25T00:00:00Z,364,2012-01-25T00:00:00Z,364,2012-01-25T00:00:00Z,12.645,12.645,12.645,14/03/2012,10:55:42,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,2691,Infrastructure for EHRWA (Follow on Support),"Engineering planning, design, and implementation for the network layer and computing infrastructure support services. (Follow on Support).",2012-01-26T00:00:00Z,2012-04-17T00:00:00Z,81,2012-04-17T00:00:00Z,81,2012-04-17T00:00:00Z,2.945,2.945,2.945,22/05/2012,12:30:35,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,3137,iEHR Prime Mission Product,"The hardware, software, and associated effort used to analyze, design, integrate, and test the entirety of iEHR.",2012-04-18T00:00:00Z,2013-09-29T00:00:00Z,529,,,,98.81,98.81,98.81,22/05/2012,12:30:35,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,3139,iEHR System Engineering,The technical and management efforts of directing and controlling the integrated engineering effort of iEHR.,2012-04-18T00:00:00Z,2013-07-14T00:00:00Z,452,2013-07-14T00:00:00Z,452,2013-07-14T00:00:00Z,16.972,16.792,16.792,22/05/2012,12:30:35,
